id,generation,name,types,supertype,subtypes,hp,evolvesTo,rarity,attack_name,AVG_damage,gerarchic
sm2-54,Seventh,Gothitelle,['Psychic'],Pokémon,['Stage 2'],140.0,,Rare,Tractorbeam|Link Blast,31.73951305368143,
sm2-55,Seventh,Oricorio,['Psychic'],Pokémon,['Basic'],90.0,,Rare,Casual Slap,30.0,Oricorio
sm2-56,Seventh,Oricorio,['Psychic'],Pokémon,['Basic'],90.0,,Rare,Supernatural Dance|Revelation Dance,30.0,Oricorio
sm2-58,Seventh,Mimikyu,['Psychic'],Pokémon,['Basic'],70.0,,Rare Holo,Filch|Copycat,31.73951305368143,Mimikyu
sm2-59,Seventh,Dhelmise,['Psychic'],Pokémon,['Basic'],120.0,,Rare Holo,Anchor Shot,70.0,Dhelmise
sm2-61,Seventh,Lunala,['Psychic'],Pokémon,['Stage 2'],160.0,,Rare,Shatter Shot|Wings of the Moone,130.0,
sm2-62,Seventh,Machop,['Fighting'],Pokémon,['Basic'],70.0,['Machoke'],Common,Dual Chop,31.73951305368143,"Machop, Machoke, Machamp"
sm2-63,Seventh,Machop,['Fighting'],Pokémon,['Basic'],60.0,['Machoke'],Common,Dynamic Chop,50.0,"Machop, Machoke, Machamp"
sm2-64,Seventh,Machoke,['Fighting'],Pokémon,['Stage 1'],100.0,['Machamp'],Uncommon,Cross Chop,31.73951305368143,
sm2-65,Seventh,Machamp,['Fighting'],Pokémon,['Stage 2'],160.0,,Rare Holo,Settle the Score|Submission,150.0,
sm2-66,Seventh,Sudowoodo,['Fighting'],Pokémon,['Basic'],100.0,,Uncommon,Rock Throw,40.0,Sudowoodo
sm2-67,Seventh,Gligar,['Fighting'],Pokémon,['Basic'],70.0,['Gliscor'],Common,Double Shot,31.73951305368143,"Gligar, Gliscor"
sm2-68,Seventh,Gliscor,['Fighting'],Pokémon,['Stage 1'],110.0,,Uncommon,Finishing Stinger|Guillotine,80.0,
sm2-69,Seventh,Nosepass,['Fighting'],Pokémon,['Basic'],80.0,['Probopass'],Common,Ram|Rising Lunge,20.0,"Nosepass, Probopass"
sm2-70,Seventh,Barboach,['Fighting'],Pokémon,['Basic'],60.0,['Whiscash'],Common,Hook|Mud-Slap,15.0,"Barboach, Whiscash"
sm2-71,Seventh,Whiscash,['Fighting'],Pokémon,['Stage 1'],130.0,,Rare,Water Pulse|Landslip,60.0,
sm2-72,Seventh,Pancham,['Fighting'],Pokémon,['Basic'],60.0,['Pangoro'],Common,Karate Chop,31.73951305368143,"Pancham, Pangoro"
sm2-73,Seventh,Rockruff,['Fighting'],Pokémon,['Basic'],60.0,['Lycanroc'],Common,Corner|Wild Kick,30.0,"Rockruff, Lycanroc"
sm2-75,Seventh,Mudbray,['Fighting'],Pokémon,['Basic'],80.0,['Mudsdale'],Common,Double Kick,31.73951305368143,"Mudbray, Mudsdale"
sm2-76,Seventh,Mudsdale,['Fighting'],Pokémon,['Stage 1'],140.0,,Rare Holo,Enhanced Stomp|High Horsepower,180.0,
sm2-77,Seventh,Minior,['Fighting'],Pokémon,['Basic'],70.0,,Rare Holo,Swift|Cosmicsplosion,105.0,Minior
sm2-78,Seventh,Murkrow,['Darkness'],Pokémon,['Basic'],70.0,['Honchkrow'],Common,Whirlwind,10.0,"Murkrow, Honchkrow"
sm2-79,Seventh,Honchkrow,['Darkness'],Pokémon,['Stage 1'],110.0,,Rare,Feint Attack|Raven's Claw,31.73951305368143,
sm2-80,Seventh,Sableye,['Darkness'],Pokémon,['Basic'],60.0,,Uncommon,Limitation|Scratch,20.0,Sableye
sm2-81,Seventh,Absol,['Darkness'],Pokémon,['Basic'],100.0,,Rare Holo,Future Sight|Doom News,31.73951305368143,Absol
sm2-82,Seventh,Pangoro,['Darkness'],Pokémon,['Stage 1'],130.0,,Rare,Sky Uppercut|Magnum Punch,100.0,
sm2-83,Seventh,Beldum,['Metal'],Pokémon,['Basic'],60.0,['Metang'],Common,Core Beam,20.0,"Beldum, Metang, Metagross"
sm2-84,Seventh,Metang,['Metal'],Pokémon,['Stage 1'],90.0,['Metagross'],Uncommon,Ram|Core Beam,50.0,
sm2-86,Seventh,Probopass,['Metal'],Pokémon,['Stage 1'],130.0,,Rare,Energy Link|Power Gem,75.0,
sm2-87,Seventh,Solgaleo,['Metal'],Pokémon,['Stage 2'],160.0,,Rare,Shining Arrow|Fangs of the Sunne,170.0,
sm2-88,Seventh,Clefairy,['Fairy'],Pokémon,['Basic'],60.0,['Clefable'],Common,Slap|Follow Me,10.0,"Clefairy, Clefable"
sm2-89,Seventh,Clefable,['Fairy'],Pokémon,['Stage 1'],100.0,,Uncommon,Lullaby|Meteor Mash,40.0,
sm2-90,Seventh,Cottonee,['Fairy'],Pokémon,['Basic'],50.0,['Whimsicott'],Common,Continuous Tumble,31.73951305368143,"Cottonee, Whimsicott"
sm2-91,Seventh,Whimsicott,['Fairy'],Pokémon,['Stage 1'],80.0,,Uncommon,The Wages of Fluff|Fairy Wind,30.0,
sm2-93,Seventh,Comfey,['Fairy'],Pokémon,['Basic'],70.0,,Rare Holo,Sweet Kiss,30.0,Comfey
sm2-94,Seventh,Goomy,['Dragon'],Pokémon,['Basic'],50.0,['Sliggoo'],Common,Bubble|Tackle,20.0,"Goomy, Sliggoo, Goodra"
sm2-95,Seventh,Sliggoo,['Dragon'],Pokémon,['Stage 1'],70.0,['Goodra'],Uncommon,Division|Tackle,20.0,
sm2-96,Seventh,Goodra,['Dragon'],Pokémon,['Stage 2'],160.0,,Rare Holo,Power Whip|Beat Slider,130.0,
sm2-97,Seventh,Drampa,['Dragon'],Pokémon,['Basic'],120.0,,Rare Holo,Amass|Power Cyclone,80.0,Drampa
sm2-98,Seventh,Jangmo-o,['Dragon'],Pokémon,['Basic'],60.0,['Hakamo-o'],Common,Dragon Claw,30.0,"Jangmo-o, Hakamo-o, Kommo-o"
sm2-99,Seventh,Hakamo-o,['Dragon'],Pokémon,['Stage 1'],90.0,['Kommo-o'],Uncommon,Headbutt|Dragon Claw,55.0,
sm2-101,Seventh,Chansey,['Colorless'],Pokémon,['Basic'],110.0,['Blissey'],Common,Bind Wound|Hammer In,80.0,"Chansey, Blissey"
sm2-102,Seventh,Blissey,['Colorless'],Pokémon,['Stage 1'],160.0,,Rare Holo,Double-Edge,160.0,
sm2-103,Seventh,Taillow,['Colorless'],Pokémon,['Basic'],60.0,['Swellow'],Common,Reckless Charge,20.0,"Taillow, Swellow"
sm2-104,Seventh,Swellow,['Colorless'],Pokémon,['Stage 1'],90.0,,Rare,Agility|Swallow Dive,20.0,
sm2-105,Seventh,Castform,['Colorless'],Pokémon,['Basic'],70.0,,Common,Weather Teller|Water Pulse,30.0,Castform
sm2-106,Seventh,Rayquaza,['Colorless'],Pokémon,['Basic'],120.0,,Rare,Turbo Storm|Dragon Claw,55.0,Rayquaza
sm2-107,Seventh,Patrat,['Colorless'],Pokémon,['Basic'],60.0,['Watchog'],Common,Glance|Tackle,20.0,"Patrat, Watchog"
sm2-108,Seventh,Watchog,['Colorless'],Pokémon,['Stage 1'],90.0,,Uncommon,Scrutinize|Slam,31.73951305368143,
sm2-109,Seventh,Fletchling,['Colorless'],Pokémon,['Basic'],50.0,['Fletchinder'],Common,Growl|Flap,20.0,"Fletchling, Fletchinder, Talonflame"
sm2-110,Seventh,Fletchinder,['Colorless'],Pokémon,['Stage 1'],70.0,['Talonflame'],Uncommon,Flap|Razor Wind,30.0,
sm2-111,Seventh,Talonflame,['Colorless'],Pokémon,['Stage 2'],130.0,,Rare,Flame Charge|Loop-the-Loop,60.0,
sm2-112,Seventh,Stufful,['Colorless'],Pokémon,['Basic'],70.0,['Bewear'],Common,Tackle|Hammer In,35.0,"Stufful, Bewear"
sm2-113,Seventh,Bewear,['Colorless'],Pokémon,['Stage 1'],130.0,,Uncommon,Dangerous Blow,31.73951305368143,
sm2-114,Seventh,Komala,['Colorless'],Pokémon,['Basic'],80.0,,Uncommon,Hypno Roll,100.0,Komala
sm2-19a,Seventh,Alolan Sandshrew,['Water'],Pokémon,['Basic'],60.0,['Sandslash'],Common,Defense Curl|Ice Ball,30.0,"Alolan Sandshrew, Sandslash"
sm2-21a,Seventh,Alolan Vulpix,['Water'],Pokémon,['Basic'],60.0,['Ninetales'],Common,Beacon|Icy Snow,20.0,"Alolan Vulpix, Ninetales"
sm2-51a,Seventh,Garbodor,['Psychic'],Pokémon,['Stage 1'],120.0,,Rare,Trashalanche|Acid Spray,70.0,
sm3-1,Seventh,Caterpie,['Grass'],Pokémon,['Basic'],50.0,['Metapod'],Common,Surprise Attack,20.0,"Caterpie, Metapod, Butterfree"
sm3-2,Seventh,Metapod,['Grass'],Pokémon,['Stage 1'],80.0,['Butterfree'],Uncommon,Ram|Shed Skin,20.0,
sm3-3,Seventh,Butterfree,['Grass'],Pokémon,['Stage 2'],120.0,,Rare,Bye-Bye Heal|Stun Spore,60.0,
sm3-4,Seventh,Oddish,['Grass'],Pokémon,['Basic'],50.0,['Gloom'],Common,Poison Powder,31.73951305368143,"Oddish, Gloom, Vileplume, Bellossom"
sm3-5,Seventh,Gloom,['Grass'],Pokémon,['Stage 1'],80.0,"['Vileplume', 'Bellossom']",Uncommon,Stinky Scent|Razor Leaf,30.0,
sm3-6,Seventh,Vileplume,['Grass'],Pokémon,['Stage 2'],140.0,,Rare Holo,Downer Shock,60.0,
sm3-7,Seventh,Tangela,['Grass'],Pokémon,['Basic'],80.0,['Tangrowth'],Common,Bind Down,10.0,"Tangela, Tangrowth"
sm3-8,Seventh,Tangrowth,['Grass'],Pokémon,['Stage 1'],140.0,,Rare,Giga Drain|Crosswise Whip,30.0,
sm3-9,Seventh,Ledyba,['Grass'],Pokémon,['Basic'],60.0,['Ledian'],Common,Agility,10.0,"Ledyba, Ledian"
sm3-10,Seventh,Ledian,['Grass'],Pokémon,['Stage 1'],90.0,,Rare,Swift|Comet Punch,30.0,
sm3-11,Seventh,Heracross,['Grass'],Pokémon,['Basic'],110.0,,Rare,Pitch,50.0,Heracross
sm3-12,Seventh,Pansage,['Grass'],Pokémon,['Basic'],70.0,['Simisage'],Common,Vine Whip,10.0,"Pansage, Simisage"
sm3-13,Seventh,Simisage,['Grass'],Pokémon,['Stage 1'],90.0,,Uncommon,Scratch|Leaf Supply,40.0,
sm3-14,Seventh,Dewpider,['Grass'],Pokémon,['Basic'],60.0,['Araquanid'],Common,Ambush,31.73951305368143,"Dewpider, Araquanid"
sm3-15,Seventh,Araquanid,['Grass'],Pokémon,['Stage 1'],100.0,,Rare,Bubble Net|Sharp Fang,55.0,
sm3-16,Seventh,Wimpod,['Grass'],Pokémon,['Basic'],70.0,['Golisopod'],Common,Gnaw,30.0,"Wimpod, Golisopod"
sm3-18,Seventh,Charmander,['Fire'],Pokémon,['Basic'],70.0,['Charmeleon'],Common,Scratch|Flame Tail,15.0,"Charmander, Charmeleon, Charizard"
sm3-19,Seventh,Charmeleon,['Fire'],Pokémon,['Stage 1'],90.0,['Charizard'],Uncommon,Claw Slash|Heat Blast,50.0,
sm3-22,Seventh,Pansear,['Fire'],Pokémon,['Basic'],70.0,['Simisear'],Common,Flare,10.0,"Pansear, Simisear"
sm3-23,Seventh,Simisear,['Fire'],Pokémon,['Stage 1'],90.0,,Uncommon,Scratch|Flare Recharge,40.0,
sm3-24,Seventh,Heatmor,['Fire'],Pokémon,['Basic'],110.0,,Uncommon,Odor Sleuth|Searing Flame,60.0,Heatmor
sm3-26,Seventh,Turtonator,['Fire'],Pokémon,['Basic'],130.0,,Rare,Flame Cloak|Heat Blast,50.0,Turtonator
sm3-27,Seventh,Alolan Vulpix,['Water'],Pokémon,['Basic'],60.0,['Ninetales'],Common,Powder Snow|Icy Snow,30.0,"Alolan Vulpix, Ninetales"
sm3-28,Seventh,Alolan Ninetales,['Water'],Pokémon,['Stage 1'],110.0,,Rare,Aurora Beam,80.0,
sm3-29,Seventh,Horsea,['Water'],Pokémon,['Basic'],60.0,['Seadra'],Common,Water Arrow,31.73951305368143,"Horsea, Seadra, Kingdra"
sm3-30,Seventh,Seadra,['Water'],Pokémon,['Stage 1'],80.0,['Kingdra'],Uncommon,Water Arrow,31.73951305368143,
sm3-31,Seventh,Kingdra,['Water'],Pokémon,['Stage 2'],140.0,,Rare Holo,Brine|Tornado Shot,90.0,
sm3-32,Seventh,Magikarp,['Water'],Pokémon,['Basic'],30.0,['Gyarados'],Common,Splashing Dodge,10.0,"Magikarp, Gyarados"
sm3-33,Seventh,Gyarados,['Water'],Pokémon,['Stage 1'],150.0,,Rare Holo,Venting Anger|Splash Burn,160.0,
sm3-34,Seventh,Marill,['Water'],Pokémon,['Basic'],60.0,['Azumarill'],Common,Bubble|Rollout,20.0,"Marill, Azumarill"
sm3-35,Seventh,Azumarill,['Water'],Pokémon,['Stage 1'],120.0,,Rare,Waterfall,80.0,
sm3-36,Seventh,Panpour,['Water'],Pokémon,['Basic'],70.0,['Simipour'],Common,Water Gun,10.0,"Panpour, Simipour"
sm3-37,Seventh,Simipour,['Water'],Pokémon,['Stage 1'],90.0,,Uncommon,Scratch|Aqua Reflect,40.0,
sm3-38,Seventh,Bruxish,['Water'],Pokémon,['Basic'],100.0,,Rare,Gnash Teeth|Synchronoise,60.0,Bruxish
sm3-40,Seventh,Pikachu,['Lightning'],Pokémon,['Basic'],60.0,['Raichu'],Common,Tail Whap|Thunder Shock,15.0,"Pikachu, Raichu"
sm3-41,Seventh,Raichu,['Lightning'],Pokémon,['Stage 1'],110.0,,Rare Holo,Volt Tackle,130.0,
sm3-42,Seventh,Electabuzz,['Lightning'],Pokémon,['Basic'],80.0,['Electivire'],Uncommon,Punch|Thunder Shock,30.0,"Electabuzz, Electivire"
sm3-43,Seventh,Electivire,['Lightning'],Pokémon,['Stage 1'],140.0,,Rare,Thunder Punch|Giga Impact,170.0,
sm3-44,Seventh,Tynamo,['Lightning'],Pokémon,['Basic'],40.0,['Eelektrik'],Common,Aqua Shock,31.73951305368143,"Tynamo, Eelektrik, Eelektross"
sm3-45,Seventh,Eelektrik,['Lightning'],Pokémon,['Stage 1'],90.0,['Eelektross'],Uncommon,Small Appetite,50.0,
sm3-46,Seventh,Eelektross,['Lightning'],Pokémon,['Stage 2'],140.0,,Rare,Dark Clamp|Vacuum Bolt,50.0,
sm3-47,Seventh,Togedemaru,['Lightning'],Pokémon,['Basic'],80.0,,Common,Rollout|Electrosmash,20.0,Togedemaru
sm3-48,Seventh,Slowking,['Psychic'],Pokémon,['Stage 1'],120.0,,Rare,Drift Ashore|Unarmed,110.0,
sm3-49,Seventh,Wobbuffet,['Psychic'],Pokémon,['Basic'],120.0,,Uncommon,Shadowy Knot,31.73951305368143,Wobbuffet
sm3-50,Seventh,Seviper,['Psychic'],Pokémon,['Basic'],100.0,,Uncommon,Venomous Fang,30.0,Seviper
sm3-51,Seventh,Duskull,['Psychic'],Pokémon,['Basic'],60.0,['Dusclops'],Common,Dark Guidance|Spooky Shot,20.0,"Duskull, Dusclops, Dusknoir"
sm3-52,Seventh,Dusclops,['Psychic'],Pokémon,['Stage 1'],90.0,['Dusknoir'],Uncommon,Night Roam|Ambush,31.73951305368143,
sm3-53,Seventh,Dusknoir,['Psychic'],Pokémon,['Stage 2'],150.0,,Rare Holo,Mind Jack,31.73951305368143,
sm3-54,Seventh,Croagunk,['Psychic'],Pokémon,['Basic'],60.0,['Toxicroak'],Common,Corkscrew Punch|Frog Hop,10.0,"Croagunk, Toxicroak"
sm3-55,Seventh,Toxicroak,['Psychic'],Pokémon,['Stage 1'],110.0,,Rare,Poison Jab|Poison Boost,30.0,
sm3-56,Seventh,Venipede,['Psychic'],Pokémon,['Basic'],70.0,['Whirlipede'],Common,Bug Bite|Venoshock,10.0,"Venipede, Whirlipede, Scolipede"
sm3-57,Seventh,Whirlipede,['Psychic'],Pokémon,['Stage 1'],90.0,['Scolipede'],Uncommon,Spin Turn|Rollout,45.0,
sm3-58,Seventh,Scolipede,['Psychic'],Pokémon,['Stage 2'],160.0,,Rare,Poison Horn|Steamroller,110.0,
sm3-59,Seventh,Espurr,['Psychic'],Pokémon,['Basic'],60.0,['Meowstic'],Common,Perplexing Eyes,31.73951305368143,"Espurr, Meowstic"
sm3-60,Seventh,Meowstic,['Psychic'],Pokémon,['Stage 1'],90.0,,Rare,Allure|Hand Kinesis,31.73951305368143,
sm3-61,Seventh,Sandygast,['Psychic'],Pokémon,['Basic'],80.0,['Palossand'],Common,Absorb Life,10.0,"Sandygast, Palossand"
sm3-62,Seventh,Palossand,['Psychic'],Pokémon,['Stage 1'],130.0,,Rare Holo,Sand Tomb|Dust Storm,90.0,
sm3-65,Seventh,Rhyhorn,['Fighting'],Pokémon,['Basic'],80.0,['Rhydon'],Common,Lunge Out|Horn Drill,40.0,"Rhyhorn, Rhydon, Rhyperior"
sm3-66,Seventh,Rhydon,['Fighting'],Pokémon,['Stage 1'],110.0,['Rhyperior'],Uncommon,Rock Tumble|Megahorn,100.0,
sm3-67,Seventh,Rhyperior,['Fighting'],Pokémon,['Stage 2'],160.0,,Rare Holo,Rock Wrecker,170.0,
sm3-68,Seventh,Lunatone,['Fighting'],Pokémon,['Basic'],90.0,,Uncommon,Lunar Blast,30.0,Lunatone
sm3-69,Seventh,Solrock,['Fighting'],Pokémon,['Basic'],90.0,,Uncommon,Double Draw|Solar Heat,31.73951305368143,Solrock
sm3-70,Seventh,Riolu,['Fighting'],Pokémon,['Basic'],70.0,['Lucario'],Common,Punch|Low Kick,20.0,"Riolu, Lucario"
sm3-71,Seventh,Lucario,['Fighting'],Pokémon,['Stage 1'],120.0,,Rare Holo,Submarine Blow,120.0,
sm3-72,Seventh,Sawk,['Fighting'],Pokémon,['Basic'],90.0,,Common,Quick Guard|Brick Break,40.0,Sawk
sm3-73,Seventh,Crabrawler,['Fighting'],Pokémon,['Basic'],80.0,['Crabominable'],Common,Light Punch,40.0,"Crabrawler, Crabominable"
sm3-74,Seventh,Crabominable,['Fighting'],Pokémon,['Stage 1'],140.0,,Rare,Gutsy Hammer|Double Stomp,80.0,
sm3-75,Seventh,Lycanroc,['Fighting'],Pokémon,['Stage 1'],110.0,,Rare Holo,Dangerous Claws|Corner,90.0,
sm3-76,Seventh,Lycanroc,['Fighting'],Pokémon,['Stage 1'],110.0,,Rare,Rock Throw|Accelerock,65.0,
sm3-77,Seventh,Mudbray,['Fighting'],Pokémon,['Basic'],80.0,['Mudsdale'],Common,Stomp,31.73951305368143,"Mudbray, Mudsdale"
sm3-78,Seventh,Mudsdale,['Fighting'],Pokémon,['Stage 1'],130.0,,Rare,Kick Away|Vigorous Dash,95.0,
sm3-79,Seventh,Passimian,['Fighting'],Pokémon,['Basic'],110.0,,Rare,Punch|Intentional Grounding,60.0,Passimian
sm3-81,Seventh,Alolan Rattata,['Darkness'],Pokémon,['Basic'],40.0,['Raticate'],Common,Focus Energy|Bite,10.0,"Alolan Rattata, Raticate"
sm3-82,Seventh,Alolan Raticate,['Darkness'],Pokémon,['Stage 1'],120.0,,Rare,Enhanced Fang|Hyper Fang,60.0,
sm3-83,Seventh,Alolan Grimer,['Darkness'],Pokémon,['Basic'],80.0,['Muk'],Common,Division|Slippery Sludge,31.73951305368143,"Alolan Grimer, Muk"
sm3-85,Seventh,Sneasel,['Darkness'],Pokémon,['Basic'],70.0,['Weavile'],Common,Hone Claws|Slash,20.0,"Sneasel, Weavile"
sm3-86,Seventh,Weavile,['Darkness'],Pokémon,['Stage 1'],90.0,,Rare,Rule of Evil|Slash,70.0,
sm3-87,Seventh,Darkrai,['Darkness'],Pokémon,['Basic'],120.0,,Rare Holo,Hypnoblast|Dark Raid,30.0,Darkrai
sm3-89,Seventh,Inkay,['Darkness'],Pokémon,['Basic'],60.0,['Malamar'],Common,Constrict|Tackle,20.0,"Inkay, Malamar"
sm3-90,Seventh,Malamar,['Darkness'],Pokémon,['Stage 1'],100.0,,Rare,Psybeam|Energy Slosh,45.0,
sm3-91,Seventh,Ralts,['Fairy'],Pokémon,['Basic'],60.0,['Kirlia'],Common,Draining Kiss,10.0,"Ralts, Kirlia, Gardevoir, Gallade"
sm3-92,Seventh,Kirlia,['Fairy'],Pokémon,['Stage 1'],80.0,"['Gardevoir', 'Gallade']",Uncommon,Smack|Magical Shot,25.0,
sm3-94,Seventh,Diancie,['Fairy'],Pokémon,['Basic'],90.0,,Rare Holo,Sparkling Wish|Diamond Storm,30.0,Diancie
sm3-95,Seventh,Cutiefly,['Fairy'],Pokémon,['Basic'],30.0,['Ribombee'],Common,Fairy Wind,10.0,"Cutiefly, Ribombee"
sm3-96,Seventh,Ribombee,['Fairy'],Pokémon,['Stage 1'],70.0,,Uncommon,Pollen Shot,20.0,
sm3-97,Seventh,Morelull,['Fairy'],Pokémon,['Basic'],60.0,['Shiinotic'],Common,Ram,10.0,"Morelull, Shiinotic"
sm3-98,Seventh,Shiinotic,['Fairy'],Pokémon,['Stage 1'],100.0,,Rare,Strength Sap|Sleep Pulse,45.0,
sm3-100,Seventh,Zygarde,['Dragon'],Pokémon,['Basic'],150.0,,Rare Holo,Land Crush|Core Enforcer,115.0,Zygarde
sm3-101,Seventh,Meowth,['Colorless'],Pokémon,['Basic'],60.0,['Persian'],Common,Fake Out,10.0,"Meowth, Persian"
sm3-102,Seventh,Persian,['Colorless'],Pokémon,['Stage 1'],90.0,,Rare,Screech|Slash,40.0,
sm3-103,Seventh,Porygon,['Colorless'],Pokémon,['Basic'],60.0,['Porygon2'],Common,Code Check|Beam,10.0,"Porygon, Porygon2, Porygon-Z"
sm3-104,Seventh,Porygon2,['Colorless'],Pokémon,['Stage 1'],80.0,['Porygon-Z'],Uncommon,Calculate|Beam,40.0,
sm3-105,Seventh,Porygon-Z,['Colorless'],Pokémon,['Stage 2'],130.0,,Rare Holo,Zap Cannon,80.0,
sm3-106,Seventh,Hoothoot,['Colorless'],Pokémon,['Basic'],60.0,['Noctowl'],Common,See Through|Peck,20.0,"Hoothoot, Noctowl"
sm3-107,Seventh,Noctowl,['Colorless'],Pokémon,['Stage 1'],90.0,,Uncommon,Hypnoblast|Night Raid,50.0,
sm3-108,Seventh,Bouffalant,['Colorless'],Pokémon,['Basic'],120.0,,Uncommon,Bouffant Head|Knock Over,55.0,Bouffalant
sm3-109,Seventh,Noibat,['Colorless'],Pokémon,['Basic'],50.0,['Noivern'],Common,Agility,10.0,"Noibat, Noivern"
sm3-110,Seventh,Stufful,['Colorless'],Pokémon,['Basic'],70.0,['Bewear'],Common,Baby-Doll Eyes|Tackle,20.0,"Stufful, Bewear"
sm3-111,Seventh,Bewear,['Colorless'],Pokémon,['Stage 1'],120.0,,Rare,Mix-Up|Tantrum,120.0,
sm3-105a,Seventh,Porygon-Z,['Colorless'],Pokémon,['Stage 2'],130.0,,Rare Holo,Zap Cannon,80.0,
sm3-18a,Seventh,Charmander,['Fire'],Pokémon,['Basic'],70.0,['Charmeleon'],Common,Scratch|Flame Tail,15.0,"Charmander, Charmeleon, Charizard"
sm3-92a,Seventh,Kirlia,['Fairy'],Pokémon,['Stage 1'],80.0,"['Gardevoir', 'Gallade']",Uncommon,Smack|Magical Shot,25.0,
sm35-1,Seventh,Bulbasaur,['Grass'],Pokémon,['Basic'],70.0,['Ivysaur'],Common,Razor Leaf,30.0,"Bulbasaur, Ivysaur, Venusaur"
sm35-2,Seventh,Ivysaur,['Grass'],Pokémon,['Stage 1'],100.0,['Venusaur'],Common,Razor Leaf|Toxic Whip,40.0,
sm35-3,Seventh,Venusaur,['Grass'],Pokémon,['Stage 2'],160.0,,Uncommon,Solar Beam,90.0,
sm35-4,Seventh,Shroomish,['Grass'],Pokémon,['Basic'],60.0,['Breloom'],Common,Absorb,20.0,"Shroomish, Breloom"
sm35-5,Seventh,Breloom,['Grass'],Pokémon,['Stage 1'],110.0,,Common,Hibernation Spore|Magnum Punch,80.0,
sm35-6,Seventh,Carnivine,['Grass'],Pokémon,['Basic'],100.0,,Uncommon,Flick Poison|Crunch,30.0,Carnivine
sm35-7,Seventh,Shaymin,['Grass'],Pokémon,['Basic'],70.0,,Rare Holo,Flippity Flap|Rally Back,31.73951305368143,Shaymin
sm35-8,Seventh,Virizion,['Grass'],Pokémon,['Basic'],110.0,,Rare Holo,Wrapped in Wind|Pike,60.0,Virizion
sm35-11,Seventh,Torkoal,['Fire'],Pokémon,['Basic'],110.0,,Common,High-Pressure Heat|Flamethrower,60.0,Torkoal
sm35-12,Seventh,Larvesta,['Fire'],Pokémon,['Basic'],80.0,['Volcarona'],Common,Flare,30.0,"Larvesta, Volcarona"
sm35-13,Seventh,Volcarona,['Fire'],Pokémon,['Stage 1'],120.0,,Uncommon,Heat Blast,60.0,
sm35-14,Seventh,Reshiram,['Fire'],Pokémon,['Basic'],130.0,,Rare Holo,Outrage|Scorching Breath,130.0,Reshiram
sm35-15,Seventh,Litten,['Fire'],Pokémon,['Basic'],60.0,['Torracat'],Common,Live Coal,20.0,"Litten, Torracat, Incineroar"
sm35-16,Seventh,Torracat,['Fire'],Pokémon,['Stage 1'],90.0,['Incineroar'],Common,Swagger|Fire Claws,30.0,
sm35-17,Seventh,Incineroar,['Fire'],Pokémon,['Stage 2'],170.0,,Uncommon,Profane Punch|Flare Blitz,180.0,
sm35-18,Seventh,Totodile,['Water'],Pokémon,['Basic'],70.0,['Croconaw'],Common,Water Gun|Bite,15.0,"Totodile, Croconaw, Feraligatr"
sm35-19,Seventh,Croconaw,['Water'],Pokémon,['Stage 1'],90.0,['Feraligatr'],Common,Bite,60.0,
sm35-20,Seventh,Feraligatr,['Water'],Pokémon,['Stage 2'],160.0,,Uncommon,Crunch|Hydro Splash,105.0,
sm35-21,Seventh,Qwilfish,['Water'],Pokémon,['Basic'],90.0,,Common,Poison Sting|Shocking Sting,31.73951305368143,Qwilfish
sm35-22,Seventh,Buizel,['Water'],Pokémon,['Basic'],60.0,['Floatzel'],Common,Razor Fin|Water Gun,25.0,"Buizel, Floatzel"
sm35-23,Seventh,Floatzel,['Water'],Pokémon,['Stage 1'],100.0,,Uncommon,Razor Fin|Aqua Bomb,70.0,
sm35-24,Seventh,Palkia,['Water'],Pokémon,['Basic'],130.0,,Rare Holo,Spiral Drain|Aqua Blade,65.0,Palkia
sm35-25,Seventh,Manaphy,['Water'],Pokémon,['Basic'],60.0,,Rare Holo,Wave Splash,30.0,Manaphy
sm35-26,Seventh,Keldeo,['Water'],Pokémon,['Basic'],110.0,,Rare Holo,Bail Out|Resolute Blade,31.73951305368143,Keldeo
sm35-28,Seventh,Pikachu,['Lightning'],Pokémon,['Basic'],60.0,['Raichu'],Common,Iron Tail,31.73951305368143,"Pikachu, Raichu"
sm35-30,Seventh,Voltorb,['Lightning'],Pokémon,['Basic'],60.0,['Electrode'],Common,Electro Ball,10.0,"Voltorb, Electrode"
sm35-31,Seventh,Electrode,['Lightning'],Pokémon,['Stage 1'],90.0,,Uncommon,Swift,60.0,
sm35-32,Seventh,Raikou,['Lightning'],Pokémon,['Basic'],120.0,,Rare Holo,Booming Thunder|Electric Ball,60.0,Raikou
sm35-33,Seventh,Plusle,['Lightning'],Pokémon,['Basic'],70.0,,Common,Tag Team Boost,31.73951305368143,Plusle
sm35-34,Seventh,Minun,['Lightning'],Pokémon,['Basic'],70.0,,Common,Collect|Spark,20.0,Minun
sm35-35,Seventh,Zekrom,['Lightning'],Pokémon,['Basic'],130.0,,Rare Holo,Outrage|Storm Blade,130.0,Zekrom
sm35-36,Seventh,Ekans,['Psychic'],Pokémon,['Basic'],70.0,['Arbok'],Common,Poison Sting,10.0,"Ekans, Arbok"
sm35-37,Seventh,Arbok,['Psychic'],Pokémon,['Stage 1'],120.0,,Uncommon,Venomous Fang,70.0,
